Ano,Mes,Estado_Consumption,Biodiesel_Consumption (m3)
2015,2,SE,183.6841186
2015,2,SP,73118.69897
2015,2,TO,369.4000547
2015,3,AL,1153.485718
2015,3,AM,200.3884853
2015,3,BA,22209.1331
2015,3,CE,6122.482327
2015,3,DF,29925.67342
2015,3,ES,4970.150988
2015,3,GO,14534.04778
2015,3,MA,8036.446348
2015,3,MG,37518.04274
2015,3,MS,1461.881712
2015,3,MT,3180.45153
2015,3,PA,12602.68711
2015,3,PB,2164.725413
2015,3,PE,8812.491427
2015,3,PI,142.8549619
2015,3,PR,15415.25254
2015,3,RJ,8885.193489
2015,3,RN,4120.388238
2015,3,RO,94.46885734
2015,3,RR,0
2015,3,RS,48605.62488
2015,3,SC,6018.557642
2015,3,SE,199.1469037
2015,3,SP,85061.20557
2015,3,TO,584.1398099
2015,4,AL,1001.81819
2015,4,AM,0
2015,4,BA,22005.43045
2015,4,CE,4802.797178
2015,4,DF,21005.45572
2015,4,ES,4707.736515
2015,4,GO,14667.12568
2015,4,MA,4230.91196
2015,4,MG,35719.27632
2015,4,MS,593.4082028
2015,4,MT,6118.491869
2015,4,PA,10656.82575
2015,4,PB,1978.211933
2015,4,PE,9836.44328
2015,4,PI,183.9132461
2015,4,PR,12117.76605
2015,4,RJ,13399.5201
2015,4,RN,4074.575887
2015,4,RO,0
2015,4,RR,0
2015,4,RS,52601.84188
2015,4,SC,6535.03246
2015,4,SE,245.9636384
2015,4,SP,97489.22669
2015,4,TO,0
2015,5,AL,615.3876708
2015,5,AM,0
2015,5,BA,20543.89968
2015,5,CE,3167.769141
2015,5,DF,19241.29296
2015,5,ES,5024.32647
2015,5,GO,14524.47379
2015,5,MA,13765.38411
2015,5,MG,41227.19568
2015,5,MS,976.3951356
2015,5,MT,10347.15462
2015,5,PA,11498.77857
2015,5,PB,1241.047871
2015,5,PE,6212.566523
2015,5,PI,677.4316658
2015,5,PR,12196.5401
2015,5,RJ,11367.40561
2015,5,RN,2563.500149
2015,5,RO,0
2015,5,RR,0
2015,5,RS,61192.04791
2015,5,SC,7021.145656
2015,5,SE,221.5126299
2015,5,SP,86078.13844
2015,5,TO,2196.556612
2015,6,AL,182.2454088
2015,6,AM,132.0071987
2015,6,BA,12783.97742
2015,6,CE,4565.813071
2015,6,DF,19534.99604
2015,6,ES,5761.308277
2015,6,GO,17520.94228
2015,6,MA,13774.62218
2015,6,MG,37981.63791
2015,6,MS,1371.683824
2015,6,MT,9220.6532
2015,6,PA,12948.93491
2015,6,PB,958.1771157
2015,6,PE,5950.512252
2015,6,PI,633.4945158
2015,6,PR,13199.15313
2015,6,RJ,9623.69409
2015,6,RN,2986.434907
2015,6,RO,0
2015,6,RR,141.9901501
2015,6,RS,58443.42832
2015,6,SC,7077.159602
2015,6,SE,39.07131785
2015,6,SP,82262.05545
2015,6,TO,3610.010432
2015,7,AL,1233.036354
2015,7,AM,0
2015,7,BA,28774.01606
2015,7,CE,5935.178708
2015,7,DF,18695.53615
2015,7,ES,3147.240023
2015,7,GO,17291.25805
2015,7,MA,13738.21049
2015,7,MG,37606.25884
2015,7,MS,378.6648316
2015,7,MT,11779.43618
2015,7,PA,12323.8105
2015,7,PB,2511.974464
2015,7,PE,12028.52168
2015,7,PI,316.6875182
2015,7,PR,12045.97103
2015,7,RJ,8172.984131
2015,7,RN,4375.427056
2015,7,RO,236.7931023
2015,7,RR,0
2015,7,RS,60563.93037
2015,7,SC,4684.695426
2015,7,SE,153.4817311
2015,7,SP,80924.45677
2015,7,TO,2127.891538
2015,8,AL,1130.517015
2015,8,AM,0
2015,8,BA,31250.5262
2015,8,CE,7529.189316
2015,8,DF,24246.85194
2015,8,ES,4846.992628
2015,8,GO,18201.67104
2015,8,MA,12651.37446
2015,8,MG,35478.12149
2015,8,MS,1163.129238
2015,8,MT,13050.38241
2015,8,PA,14541.59626
2015,8,PB,3485.670547
2015,8,PE,10951.66321
2015,8,PI,257.9420304
2015,8,PR,11385.99818
2015,8,RJ,6878.171343
2015,8,RN,5326.82553
2015,8,RO,0
2015,8,RR,0
2015,8,RS,57987.22077
2015,8,SC,4886.855702
2015,8,SE,783.7250581
2015,8,SP,72942.21255
2015,8,TO,979.6030849
2015,9,AL,519.7733599
2015,9,AM,0
2015,9,BA,17283.71404
2015,9,CE,4334.099925
2015,9,DF,31770.26647
2015,9,ES,6113.33266
2015,9,GO,18033.97347
2015,9,MA,25121.0902
2015,9,MG,30358.38404
2015,9,MS,833.8917878
2015,9,MT,8875.253565
2015,9,PA,18685.78263
2015,9,PB,2124.755941
2015,9,PE,8804.991306
2015,9,PI,0
2015,9,PR,9447.546413
2015,9,RJ,9019.983259
2015,9,RN,4003.759646
2015,9,RO,0
2015,9,RR,0
2015,9,RS,56354.94071
2015,9,SC,5125.159721
2015,9,SE,198.2347303
2015,9,SP,71624.41639
2015,9,TO,1422.557731
2015,10,AL,1199.644389
2015,10,AM,55.69341616
2015,10,BA,19787.66756
2015,10,CE,4849.959756
2015,10,DF,30958.12716
2015,10,ES,6259.219906
2015,10,GO,19892.37563
2015,10,MA,29984.06494
2015,10,MG,32714.23646
2015,10,MS,590.6092504
2015,10,MT,13909.10689
2015,10,PA,12621.98045
2015,10,PB,2295.282746
2015,10,PE,10210.41248
2015,10,PI,50.45585976
2015,10,PR,9473.726791
2015,10,RJ,10500.39674
2015,10,RN,3249.282531
2015,10,RO,0
2015,10,RR,0
2015,10,RS,62782.09318
2015,10,SC,4923.670895
2015,10,SE,866.7587735
2015,10,SP,81138.66234
2015,10,TO,769.4518613
2015,11,AL,1195.563802
2015,11,AM,0
2015,11,BA,18354.14796
2015,11,CE,4176.916012
2015,11,DF,17667.11053
2015,11,ES,3548.710949
2015,11,GO,14000.7524
2015,11,MA,21904.75237
2015,11,MG,31722.17323
2015,11,MS,364.5400273
2015,11,MT,22679.86402
2015,11,PA,16438.92073
2015,11,PB,2001.380899
2015,11,PE,9918.523072
2015,11,PI,131.2784095
2015,11,PR,8481.296296
2015,11,RJ,9681.865148
2015,11,RN,2698.848345
2015,11,RO,0
2015,11,RR,0
2015,11,RS,55460.20059
2015,11,SC,6456.304259
2015,11,SE,433.5388737
2015,11,SP,59969.04044
2015,11,TO,2240.392645
2015,12,AL,1661.223247
2015,12,AM,549.0456853
2015,12,BA,21925.27889
2015,12,CE,4700.333903
2015,12,DF,19028.18972
2015,12,ES,4626.879993
2015,12,GO,14370.4446
2015,12,MA,19642.34527
2015,12,MG,28534.42468
2015,12,MS,1040.521532
2015,12,MT,18613.18179
2015,12,PA,14367.24705
2015,12,PB,2502.473029
2015,12,PE,10402.8584
2015,12,PI,59.89895784
2015,12,PR,7701.777066
2015,12,RJ,12525.05233
2015,12,RN,3271.880619
2015,12,RO,0
2015,12,RR,0
2015,12,RS,46914.33009
2015,12,SC,5477.112296
2015,12,SE,955.1083314
2015,12,SP,50723.02371
2015,12,TO,2768.993797
2016,1,AL,1130
2016,1,AM,87
2016,1,BA,20070
2016,1,CE,4068
2016,1,DF,19280
2016,1,ES,5393
2016,1,GO,12068
2016,1,MA,18941
2016,1,MG,29968
2016,1,MS,1607
2016,1,MT,5962
2016,1,PA,6391
2016,1,PB,1664
2016,1,PE,8649
2016,1,PI,374
2016,1,PR,10906
2016,1,RJ,12984
2016,1,RN,4473
2016,1,RO,656
2016,1,RR,0
2016,1,RS,42466
2016,1,SC,5646
2016,1,SE,1645
2016,1,SP,57535
2016,1,TO,59
2016,2,AL,903
2016,2,AM,0
2016,2,BA,20905
2016,2,CE,3545
2016,2,DF,25998
2016,2,ES,4520
2016,2,GO,13717
2016,2,MA,11013
2016,2,MG,32849
2016,2,MS,2335
2016,2,MT,6711
2016,2,PA,10785
2016,2,PB,1966
2016,2,PE,8184
2016,2,PI,559
2016,2,PR,12958
2016,2,RJ,10681
2016,2,RN,3748
2016,2,RO,0
2016,2,RR,0
2016,2,RS,47469
2016,2,SC,6155
2016,2,SE,193
2016,2,SP,71893
2016,2,TO,319
2016,3,AL,1031
2016,3,AM,210
2016,3,BA,22539
2016,3,CE,4669
2016,3,DF,33565
2016,3,ES,4609
2016,3,GO,15071
2016,3,MA,12670
2016,3,MG,37624
2016,3,MS,1532
2016,3,MT,3333
2016,3,PA,14469
2016,3,PB,1803
2016,3,PE,8280
2016,3,PI,146
2016,3,PR,13060
2016,3,RJ,9563
2016,3,RN,3515
2016,3,RO,99
2016,3,RR,0
2016,3,RS,56324
2016,3,SC,6922
2016,3,SE,178
2016,3,SP,80769
2016,3,TO,597
2016,4,AL,725
2016,4,AM,0
2016,4,BA,21465
2016,4,CE,4472
2016,4,DF,23296
2016,4,ES,4317
2016,4,GO,15457
2016,4,MA,11997
2016,4,MG,36511
2016,4,MS,576
2016,4,MT,5939
2016,4,PA,11724
2016,4,PB,1547
2016,4,PE,8606
2016,4,PI,206
2016,4,PR,10428
2016,4,RJ,12800
2016,4,RN,3312
2016,4,RO,0
2016,4,RR,0
2016,4,RS,54547
2016,4,SC,6528
2016,4,SE,178
2016,4,SP,87435
2016,4,TO,0
2016,5,AL,914
2016,5,AM,0
2016,5,BA,22458
2016,5,CE,3961
2016,5,DF,19668
2016,5,ES,4094
2016,5,GO,13445
2016,5,MA,12740
2016,5,MG,34910
2016,5,MS,1038
2016,5,MT,11000
2016,5,PA,12128
2016,5,PB,1720
2016,5,PE,6998
2016,5,PI,554
2016,5,PR,10362
2016,5,RJ,8802
2016,5,RN,3261
2016,5,RO,0
2016,5,RR,0
2016,5,RS,57368
2016,5,SC,6304
2016,5,SE,329
2016,5,SP,76489
2016,5,TO,1998
2016,6,AL,695
2016,6,AM,133
2016,6,BA,22036
2016,6,CE,4741
2016,6,DF,19673
2016,6,ES,5071
2016,6,GO,16772
2016,6,MA,13199
2016,6,MG,36610
2016,6,MS,1382
2016,6,MT,9290
2016,6,PA,13019
2016,6,PB,1578
2016,6,PE,9692
2016,6,PI,580
2016,6,PR,12179
2016,6,RJ,8919
2016,6,RN,3551
2016,6,RO,0
2016,6,RR,130
2016,6,RS,56928
2016,6,SC,6810
2016,6,SE,149
2016,6,SP,77538
2016,6,TO,3421
2016,7,AL,954
2016,7,AM,0
2016,7,BA,21187
2016,7,CE,4107
2016,7,DF,17769
2016,7,ES,2803
2016,7,GO,15020
2016,7,MA,12675
2016,7,MG,32460
2016,7,MS,414
2016,7,MT,11541
2016,7,PA,12001
2016,7,PB,1885
2016,7,PE,9088
2016,7,PI,235
2016,7,PR,13918
2016,7,RJ,11729
2016,7,RN,3173
2016,7,RO,232
2016,7,RR,0
2016,7,RS,52502
2016,7,SC,5824
2016,7,SE,119
2016,7,SP,80695
2016,7,TO,1793
2016,8,AL,893
2016,8,AM,0
2016,8,BA,22435
2016,8,CE,5236
2016,8,DF,25366
2016,8,ES,4918
2016,8,GO,17485
2016,8,MA,12941
2016,8,MG,32841
2016,8,MS,1286
2016,8,MT,14429
2016,8,PA,15991
2016,8,PB,2617
2016,8,PE,8792
2016,8,PI,219
2016,8,PR,13280
2016,8,RJ,9982
2016,8,RN,4068
2016,8,RO,0
2016,8,RR,0
2016,8,RS,56629
2016,8,SC,6912
2016,8,SE,617
2016,8,SP,73394
2016,8,TO,896
2016,9,AL,548
2016,9,AM,0
2016,9,BA,20590
2016,9,CE,4236
2016,9,DF,24383
2016,9,ES,5176
2016,9,GO,19343
2016,9,MA,20042
2016,9,MG,35289
2016,9,MS,681
2016,9,MT,7248
2016,9,PA,14645
2016,9,PB,2196
2016,9,PE,10063
2016,9,PI,0
2016,9,PR,12659
2016,9,RJ,13724
2016,9,RN,4035
2016,9,RO,0
2016,9,RR,0
2016,9,RS,58092
2016,9,SC,7801
2016,9,SE,209
2016,9,SP,70762
2016,9,TO,1413
2016,10,AL,1146
2016,10,AM,43
2016,10,BA,20540
2016,10,CE,4468
2016,10,DF,24280
2016,10,ES,5339
2016,10,GO,20031
2016,10,MA,17602
2016,10,MG,33970
2016,10,MS,456
2016,10,MT,10739
2016,10,PA,11219
2016,10,PB,2138
2016,10,PE,10181
2016,10,PI,60
2016,10,PR,11611
2016,10,RJ,10580
2016,10,RN,3052
2016,10,RO,0
2016,10,RR,0
2016,10,RS,63592
2016,10,SC,8036
2016,10,SE,828
2016,10,SP,71999
2016,10,TO,915
2016,11,AL,1525
2016,11,AM,0
2016,11,BA,20329
2016,11,CE,5054
2016,11,DF,14476
2016,11,ES,4085
2016,11,GO,14155
2016,11,MA,20308
2016,11,MG,32733
2016,11,MS,293
2016,11,MT,18229
2016,11,PA,14031
2016,11,PB,2504
2016,11,PE,11280
2016,11,PI,150
2016,11,PR,11282
2016,11,RJ,11219
2016,11,RN,3325
2016,11,RO,0
2016,11,RR,0
2016,11,RS,51314
2016,11,SC,9258
2016,11,SE,553
2016,11,SP,65079
2016,11,TO,2355
2016,12,AL,1748
2016,12,AM,515
2016,12,BA,21694
2016,12,CE,4944
2016,12,DF,15921
2016,12,ES,5185
2016,12,GO,14135
2016,12,MA,18908
2016,12,MG,30130
2016,12,MS,976
2016,12,MT,17459
2016,12,PA,13866
2016,12,PB,2623
2016,12,PE,10816
2016,12,PI,60
2016,12,PR,9761
2016,12,RJ,11676
2016,12,RN,3411
2016,12,RO,0
2016,12,RR,0
2016,12,RS,50743
2016,12,SC,8895
2016,12,SE,1005
2016,12,SP,58192
2016,12,TO,2719
2017,1,AL,1342.187
2017,1,BA,18341.761
2017,1,CE,4147.106
2017,1,DF,28685.197
2017,1,ES,4366.362
2017,1,GO,15787.734
2017,1,MA,19706.474
2017,1,MG,28959.352
2017,1,MS,0
2017,1,MT,524.639
2017,1,PA,9313.566
2017,1,PB,2177.118
2017,1,PE,8651.203
2017,1,PI,593.105
2017,1,PR,12632.801
2017,1,RJ,8451.533
2017,1,RN,3985.274
2017,1,RO,0
2017,1,RS,36364.569
2017,1,SC,8134.116
2017,1,SE,658.38
2017,1,SP,49326.087
2017,1,TO,178.399
2017,2,AL,1260.899
2017,2,BA,17073.249
2017,2,CE,3927.946
2017,2,DF,26835.571
2017,2,ES,3775.374
2017,2,GO,15385.572
2017,2,MA,16978.212
2017,2,MG,29118.901
2017,2,MS,0
2017,2,MT,511.916
2017,2,PA,10028.345
2017,2,PB,2011.487
2017,2,PE,8674.874
2017,2,PI,330.789
2017,2,PR,17377.666
2017,2,RJ,7081.869
2017,2,RN,2757.672
2017,2,RO,0
2017,2,RS,36896.591
2017,2,SC,7799.695
2017,2,SE,163.728
2017,2,SP,54766.947
2017,2,TO,133.189
2017,3,AL,1043.029
2017,3,BA,22846.893
2017,3,CE,4688.545
2017,3,DF,39779.961
2017,3,ES,4860.556
2017,3,GO,19064.458
2017,3,MA,18289.766
2017,3,MG,38908.061
2017,3,MS,172.595
2017,3,MT,814.054
2017,3,PA,15844.921
2017,3,PB,2902.776
2017,3,PE,9171.306
2017,3,PI,0
2017,3,PR,12802.632
2017,3,RJ,10080.394
2017,3,RN,3161.496
2017,3,RO,497.955
2017,3,RS,69731.237
2017,3,SC,10916.298
2017,3,SE,312.476
2017,3,SP,69763.424
2017,3,TO,293.004
2017,4,AL,856.098
2017,4,BA,22927.232
2017,4,CE,4439.004
2017,4,DF,32798.125
2017,4,ES,4839.63
2017,4,GO,13579.632
2017,4,MA,23731.878
2017,4,MG,37138.274
2017,4,MS,0
2017,4,MT,685.915
2017,4,PA,10112.38
2017,4,PB,2395.649
2017,4,PE,9296.07
2017,4,PI,102.343
2017,4,PR,9305.333
2017,4,RJ,12934.802
2017,4,RN,2590.391
2017,4,RO,0
2017,4,RS,64365.27
2017,4,SC,9522.065
2017,4,SE,560.107
2017,4,SP,68943.163
2017,4,TO,274.933
2017,5,AL,1402.299
2017,5,BA,25957.861
2017,5,CE,4333.11
2017,5,DF,35593.966
2017,5,ES,5663.058
2017,5,GO,21337.898
2017,5,MA,23926.96
2017,5,MG,41444.839
2017,5,MS,0
2017,5,MT,0
2017,5,PA,14333.164
2017,5,PB,2641.792
2017,5,PE,11208.183
2017,5,PI,0
2017,5,PR,14470.318
2017,5,RJ,10974.364
2017,5,RN,3918.184
2017,5,RO,0
2017,5,RS,60942.462
2017,5,SC,11514.312
2017,5,SE,1448.629
2017,5,SP,79906.754
2017,5,TO,0
2017,6,AL,1136.291
2017,6,BA,22821.317
2017,6,CE,4698.186
2017,6,DF,39805.412
2017,6,ES,5045.86
2017,6,GO,20761.315
2017,6,MA,22881.112
2017,6,MG,38636.812
2017,6,MS,0
2017,6,MT,0
2017,6,PA,16989.464
2017,6,PB,2637.298
2017,6,PE,10008.663
2017,6,PI,0
2017,6,PR,16987.737
2017,6,RJ,9797.426
2017,6,RN,3729.844
2017,6,RO,0
2017,6,RS,58996.652
2017,6,SC,9562.196
2017,6,SE,1032.409
2017,6,SP,76912.523
2017,6,TO,86.338
2017,7,AL,788.621
2017,7,BA,23532.825
2017,7,CE,4848.137
2017,7,DF,38084.256
2017,7,ES,5000.47
2017,7,GO,20862.816
2017,7,MA,27002.386
2017,7,MG,38698.905
2017,7,MS,0
2017,7,MT,0
2017,7,PA,18480.105
2017,7,PB,1986.698
2017,7,PE,8889.775
2017,7,PI,0
2017,7,PR,15529.119
2017,7,RJ,13244.555
2017,7,RN,2715.643
2017,7,RO,0
2017,7,RS,63260.47
2017,7,SC,11368.439
2017,7,SE,908.715
2017,7,SP,79027.731
2017,7,TO,989.382
2017,8,AL,1324.928
2017,8,BA,22327.321
2017,8,CE,5429.439
2017,8,DF,36730.652
2017,8,ES,6374.599
2017,8,GO,22674.931
2017,8,MA,28724.357
2017,8,MG,46838.466
2017,8,MS,0
2017,8,MT,0
2017,8,PA,20162.244
2017,8,PB,2766.701
2017,8,PE,9237.469
2017,8,PI,0
2017,8,PR,13895.256
2017,8,RJ,15616.496
2017,8,RN,3121.064
2017,8,RO,0
2017,8,RS,67715.803
2017,8,SC,10318.589
2017,8,SE,0
2017,8,SP,87166.102
2017,8,TO,1098.142
2017,9,AL,1075.764
2017,9,BA,21614.463
2017,9,CE,4425.566
2017,9,DF,36722.932
2017,9,ES,5790.548
2017,9,GO,20416.847
2017,9,MA,27322.955
2017,9,MG,47186.648
2017,9,MS,0
2017,9,MT,0
2017,9,PA,19616.48
2017,9,PB,2600.27
2017,9,PE,12118.119
2017,9,PI,47.635
2017,9,PR,15557.971
2017,9,RJ,14065.58
2017,9,RN,3980.14
2017,9,RO,0
2017,9,RS,73308.866
2017,9,SC,9833.082
2017,9,SE,0
2017,9,SP,85838.438
2017,9,TO,846.673
2017,10,AL,1307.818
2017,10,BA,22694.714
2017,10,CE,4898.881
2017,10,DF,34519.674
2017,10,ES,5217.671
2017,10,GO,23598.393
2017,10,MA,29552.549
2017,10,MG,49068.625
2017,10,MS,0
2017,10,MT,0
2017,10,PA,21156.385
2017,10,PB,2795.816
2017,10,PE,11929.056
2017,10,PI,0
2017,10,PR,17356.751
2017,10,RJ,14815.34
2017,10,RN,4188.433
2017,10,RO,0
2017,10,RS,71218.81
2017,10,SC,9515.043
2017,10,SE,0
2017,10,SP,78558.116
2017,10,TO,576.949
2017,11,AL,1606.355
2017,11,BA,19131.289
2017,11,CE,4895.634
2017,11,DF,35118.742
2017,11,ES,6598.315
2017,11,GO,18427.806
2017,11,MA,31040.823
2017,11,MG,44589.783
2017,11,MS,0
2017,11,MT,0
2017,11,PA,18873.855
2017,11,PB,3140.468
2017,11,PE,11168.245
2017,11,PI,0
2017,11,PR,13512.057
2017,11,RJ,14971.008
2017,11,RN,3858.676
2017,11,RO,0
2017,11,RS,65310.771
2017,11,SC,10206.964
2017,11,SE,0
2017,11,SP,75362.291
2017,11,TO,2236.373
2017,12,AL,1006.231
2017,12,BA,21802.069
2017,12,CE,5450.778
2017,12,DF,31155.841
2017,12,ES,6309.331
2017,12,GO,16504.669
2017,12,MA,30665.631
2017,12,MG,39868.705
2017,12,MS,0
2017,12,MT,0
2017,12,PA,17940.411
2017,12,PB,2580.199
2017,12,PE,12146.196
2017,12,PI,0
2017,12,PR,12703.386
2017,12,RJ,17778.061
2017,12,RN,4455.305
2017,12,RO,0
2017,12,RS,61471.074
2017,12,SC,9424.669
2017,12,SE,0
2017,12,SP,65770.732
2017,12,TO,0
2018,1,AL,1472.38
2018,1,AM,0
2018,1,BA,17353.919
2018,1,CE,5468.418
2018,1,DF,26450.118
2018,1,ES,6829.905
2018,1,GO,16603.544
2018,1,MA,15123.828
2018,1,MG,40541.78
2018,1,MT,0
2018,1,PA,30724.852
2018,1,PB,2820.178
2018,1,PE,11229.701
2018,1,PR,10229.877
2018,1,RJ,12191.9
2018,1,RN,3695.177
2018,1,RO,0
2018,1,RS,50854.204
2018,1,SC,9985.736
2018,1,SP,68602.779
2018,2,AL,1395.777
2018,2,AM,0
2018,2,BA,16674.906
2018,2,CE,4569.895
2018,2,DF,36821.513
2018,2,ES,5968.027
2018,2,GO,18713.727
2018,2,MA,13311.508
2018,2,MG,39072.18
2018,2,MT,0
2018,2,PA,30247.591
2018,2,PB,2437.642
2018,2,PE,11242.569
2018,2,PR,17735.931
2018,2,RJ,13705.417
2018,2,RN,2790.743
2018,2,RO,0
2018,2,RS,55152.06
2018,2,SC,9222.037
2018,2,SP,76619.355
2018,3,AL,1672.286
2018,3,AM,0
2018,3,BA,20891.998
2018,3,CE,7497.129
2018,3,DF,44819.868
2018,3,ES,7990.52
2018,3,GO,23501.061
2018,3,MA,19309.303
2018,3,MG,53104.421
2018,3,MT,0
2018,3,PA,33012.409
2018,3,PB,3443.877
2018,3,PE,12295.422
2018,3,PR,22229.823
2018,3,RJ,15971.619
2018,3,RN,3502.465
2018,3,RO,0
2018,3,RS,70768.494
2018,3,SC,13127.441
2018,3,SP,91098.339
2018,4,AL,1554.3
2018,4,AM,199.758
2018,4,BA,27984.413
2018,4,CE,5319
2018,4,DF,46268.123
2018,4,ES,7052.866
2018,4,GO,20271.058
2018,4,MA,17766.428
2018,4,MG,55822.762
2018,4,MT,0
2018,4,PA,37121.547
2018,4,PB,3072.029
2018,4,PE,10213.486
2018,4,PR,19364.189
2018,4,RJ,15052.014
2018,4,RN,4197.241
2018,4,RO,0
2018,4,RS,74019.784
2018,4,SC,14112.665
2018,4,SP,93870.982
2018,5,AL,822.248
2018,5,AM,0
2018,5,BA,20670.512
2018,5,CE,3869.999
2018,5,DF,43156.495
2018,5,ES,5074.566
2018,5,GO,16639.338
2018,5,MA,15488.078
2018,5,MG,37919.545
2018,5,MT,0
2018,5,PA,22542.729
2018,5,PB,2562.151
2018,5,PE,9381.108
2018,5,PR,10985.655
2018,5,RJ,9725.779
2018,5,RN,2441.772
2018,5,RO,0
2018,5,RS,66434.46
2018,5,SC,9733.94
2018,5,SP,70966.245
2018,6,AL,1582.879
2018,6,AM,0
2018,6,BA,27852.857
2018,6,CE,6766.063
2018,6,DF,52338.125
2018,6,ES,9639.624
2018,6,GO,23883.753
2018,6,MA,19440.814
2018,6,MG,56809.097
2018,6,MT,15.902
2018,6,PA,35864.266
2018,6,PB,3521.408
2018,6,PE,11793.83
2018,6,PR,15552.511
2018,6,RJ,16545.205
2018,6,RN,3047.85
2018,6,RO,1904.968
2018,6,RS,81113.081
2018,6,SC,14516.857
2018,6,SP,107825.917
2018,7,AL,1604.548
2018,7,AM,0
2018,7,BA,26952.918
2018,7,CE,6762.985
2018,7,DF,53537.443
2018,7,ES,9190.072
2018,7,GO,24158.523
2018,7,MA,18111.616
2018,7,MG,57280.776
2018,7,MT,0
2018,7,PA,37103.743
2018,7,PB,3148.422
2018,7,PE,12547.479
2018,7,PR,19055.193
2018,7,RJ,14956.596
2018,7,RN,3917.857
2018,7,RO,0
2018,7,RS,77990.946
2018,7,SC,15090.413
2018,7,SP,102079.322
2018,8,AL,272.404
2018,8,AM,0
2018,8,BA,21105.447
2018,8,CE,7230.257
2018,8,DF,54286.662
2018,8,ES,9067.084
2018,8,GO,23386.395
2018,8,MA,23854.905
2018,8,MG,47172.665
2018,8,MT,0
2018,8,PA,43484.831
2018,8,PB,2082.042
2018,8,PE,7708.896
2018,8,PR,18416.026
2018,8,RJ,17146.895
2018,8,RN,3227.578
2018,8,RO,0
2018,8,RS,86715
2018,8,SC,14651
2018,8,SP,104069.979
2018,9,AL,1554.49
2018,9,AM,0
2018,9,BA,27686.422
2018,9,CE,7383.203
2018,9,DF,47562.257
2018,9,ES,9150.695
2018,9,GO,23826.91
2018,9,MA,20511.626
2018,9,MG,52689.849
2018,9,MT,0
2018,9,PA,40377.125
2018,9,PB,3276.869
2018,9,PE,14529.575
2018,9,PR,22491.83
2018,9,RJ,16696.557
2018,9,RN,3974.208
2018,9,RO,110
2018,9,RS,69873.894
2018,9,SC,13308.825
2018,9,SP,97872.575
2018,10,AL,1986.578
2018,10,AM,0
2018,10,BA,27738.704
2018,10,CE,7851.057
2018,10,DF,52852.616
2018,10,ES,9107.769
2018,10,GO,26506.414
2018,10,MA,23660.365
2018,10,MG,59250.375
2018,10,MT,0
2018,10,PA,44358.37
2018,10,PB,3388.776
2018,10,PE,13602.617
2018,10,PR,21149.172
2018,10,RJ,19591.749
2018,10,RN,5336.426
2018,10,RO,0
2018,10,RS,75330.321
2018,10,SC,12513.186
2018,10,SP,101691.724
2018,11,AL,1886.818
2018,11,AM,0
2018,11,BA,25982.688
2018,11,CE,6246.436
2018,11,DF,47336.32
2018,11,ES,8410.709
2018,11,GO,25843.918
2018,11,MA,22741.795
2018,11,MG,54024.069
2018,11,MT,0
2018,11,PA,44068.329
2018,11,PB,3099.247
2018,11,PE,13932.064
2018,11,PR,26267.498
2018,11,RJ,14980.443
2018,11,RN,4696.676
2018,11,RO,0
2018,11,RS,72632.579
2018,11,SC,15756.232
2018,11,SP,101638.925
2018,1,MS,0
2018,2,MS,0
2018,3,MS,0
2018,4,MS,0
2018,5,MS,0
2018,6,MS,0
2018,7,MS,0
2018,8,MS,0
2018,9,MS,0
2018,10,MS,0
2018,11,MS,0
2018,1,PI,0
2018,2,PI,0
2018,3,PI,0
2018,4,PI,0
2018,5,PI,0
2018,6,PI,0
2018,7,PI,0
2018,8,PI,0
2018,9,PI,0
2018,10,PI,0
2018,11,PI,0
2018,1,SE,0
2018,2,SE,0
2018,3,SE,0
2018,4,SE,0
2018,5,SE,0
2018,6,SE,0
2018,7,SE,0
2018,8,SE,0
2018,9,SE,0
2018,10,SE,0
2018,11,SE,0
2018,1,TO,0
2018,2,TO,0
2018,3,TO,0
2018,4,TO,0
2018,5,TO,0
2018,6,TO,0
2018,7,TO,0
2018,8,TO,0
2018,9,TO,0
2018,10,TO,0
2018,11,TO,0
2018,1,RR,0
2018,2,RR,0
2018,3,RR,0
2018,4,RR,0
2018,5,RR,0
2018,6,RR,0
2018,7,RR,0
2018,8,RR,0
2018,9,RR,0
2018,10,RR,0
2018,11,RR,0
2017,1,RR,0
2017,2,RR,0
2017,3,RR,0
2017,4,RR,0
2017,5,RR,0
2017,6,RR,0
2017,7,RR,0
2017,8,RR,0
2017,9,RR,0
2017,10,RR,0
2017,11,RR,0
2017,12,RR,0
